candidate,path,description,weights,public_proxy_mse,observed_public_mse,validation_mse,validation_rmse,validation_mae,event_adjustment,event_profile,event_changed_rows,validation_adjusted_rows,mean,std,min,max
raw_count_0p55000_event_score_rebound_fit_weather3_holiday_soft,outputs/candidates/submission_raw_count_0p55000_event_score_rebound_fit_weather3_holiday_soft.csv,raw/count validation grid candidate for manual public-score probing,main_raw:0.45000;count_calibrated:0.55000,,,2809.022593151856,53.00021314251346,33.39165497362153,True,score_rebound_fit_weather3_holiday_soft,303,250,257.64943144077705,217.26583412242215,2.6838685142033354,1037.3065778146683
raw_count_0p55000_event_score_rebound_fit_weather3_holiday_strong,outputs/candidates/submission_raw_count_0p55000_event_score_rebound_fit_weather3_holiday_strong.csv,raw/count validation grid candidate for manual public-score probing,main_raw:0.45000;count_calibrated:0.55000,,,2809.022593151856,53.00021314251346,33.39165497362153,True,score_rebound_fit_weather3_holiday_strong,303,250,257.40694151832696,217.3952804473606,2.3483849499279184,1037.3065778146683
raw_count_0p55000_event_score_rebound_fit_weather3_holiday_extended,outputs/candidates/submission_raw_count_0p55000_event_score_rebound_fit_weather3_holiday_extended.csv,raw/count validation grid candidate for manual public-score probing,main_raw:0.45000;count_calibrated:0.55000,,,2809.022593151856,53.00021314251346,33.39165497362153,True,score_rebound_fit_weather3_holiday_extended,359,250,256.94783195650564,217.4293194269213,2.3483849499279184,1037.3065778146683
raw_count_0p55000_event_score_rebound_fit_holiday_soft,outputs/candidates/submission_raw_count_0p55000_event_score_rebound_fit_holiday_soft.csv,raw/count validation grid candidate for manual public-score probing,main_raw:0.45000;count_calibrated:0.55000,,,2823.615797845109,53.137705989674686,33.46341851392418,True,score_rebound_fit_holiday_soft,82,0,258.352149811061,217.48271151335595,2.6838685142033354,1037.3065778146683
raw_count_0p55000_event_score_rebound_fit_holiday_strong,outputs/candidates/submission_raw_count_0p55000_event_score_rebound_fit_holiday_strong.csv,raw/count validation grid candidate for manual public-score probing,main_raw:0.45000;count_calibrated:0.55000,,,2823.615797845109,53.137705989674686,33.46341851392418,True,score_rebound_fit_holiday_strong,82,0,258.10965988861096,217.61281210764156,2.3483849499279184,1037.3065778146683
raw_count_0p55000_event_score_rebound_fit_holiday_extended,outputs/candidates/submission_raw_count_0p55000_event_score_rebound_fit_holiday_extended.csv,raw/count validation grid candidate for manual public-score probing,main_raw:0.45000;count_calibrated:0.55000,,,2823.615797845109,53.137705989674686,33.46341851392418,True,score_rebound_fit_holiday_extended,154,0,257.6244332736936,217.66526837016525,2.3483849499279184,1037.3065778146683
raw_count_0p55000_event_late_2012_calendar_rebalance,outputs/candidates/submission_raw_count_0p55000_event_late_2012_calendar_rebalance.csv,raw/count validation grid candidate for manual public-score probing,main_raw:0.45000;count_calibrated:0.55000,,,2984.7344945166024,54.632723660061124,34.5226898926474,True,late_2012_calendar_rebalance,3476,156,239.6226188425471,203.39368534671812,0.8909986390022403,968.0756862757197
raw_count_0p55000_event_score_rebound_2p25,outputs/candidates/submission_raw_count_0p55000_event_score_rebound_2p25.csv,raw/count validation grid candidate for manual public-score probing,main_raw:0.45000;count_calibrated:0.55000,,,2823.615797845109,53.137705989674686,33.46341851392418,True,score_rebound_2p25,12,0,258.9700468339553,217.2486661333987,3.354835642754169,1037.3065778146683
raw_count_0p55000_event_score_rebound_2p50,outputs/candidates/submission_raw_count_0p55000_event_score_rebound_2p50.csv,raw/count validation grid candidate for manual public-score probing,main_raw:0.45000;count_calibrated:0.55000,,,2823.615797845109,53.137705989674686,33.46341851392418,True,score_rebound_2p50,12,0,258.9778494700672,217.24425069693504,3.354835642754169,1037.3065778146683
raw_count_0p55000_event_stronger,outputs/candidates/submission_raw_count_0p55000_event_stronger.csv,raw/count validation grid candidate for manual public-score probing,main_raw:0.45000;count_calibrated:0.55000,,,2823.615797845109,53.137705989674686,33.46341851392418,True,stronger,12,0,258.86801887177916,217.31855286582837,3.354835642754169,1037.3065778146683
raw_count_0p55000_event_empirical_storm,outputs/candidates/submission_raw_count_0p55000_event_empirical_storm.csv,raw/count validation grid candidate for manual public-score probing,main_raw:0.45000;count_calibrated:0.55000,,,2823.615797845109,53.137705989674686,33.46341851392418,True,empirical_storm,12,0,258.8686125645004,217.3249538328068,3.354835642754169,1037.3065778146683
raw_count_0p55000_event_empirical_recovery,outputs/candidates/submission_raw_count_0p55000_event_empirical_recovery.csv,raw/count validation grid candidate for manual public-score probing,main_raw:0.45000;count_calibrated:0.55000,,,2823.615797845109,53.137705989674686,33.46341851392418,True,empirical_recovery,12,0,258.88461814897687,217.31879084059045,3.354835642754169,1037.3065778146683
raw_count_0p55000_event_empirical_shutdown,outputs/candidates/submission_raw_count_0p55000_event_empirical_shutdown.csv,raw/count validation grid candidate for manual public-score probing,main_raw:0.45000;count_calibrated:0.55000,,,2823.615797845109,53.137705989674686,33.46341851392418,True,empirical_shutdown,12,0,258.852813911808,217.34002878572403,3.354835642754169,1037.3065778146683
raw_count_0p55000_event_mid_heavy,outputs/candidates/submission_raw_count_0p55000_event_mid_heavy.csv,raw/count validation grid candidate for manual public-score probing,main_raw:0.45000;count_calibrated:0.55000,,,2823.615797845109,53.137705989674686,33.46341851392418,True,mid_heavy,12,0,258.8526069800239,217.33234480139922,3.354835642754169,1037.3065778146683
raw_count_0p55000_event_late_recovery,outputs/candidates/submission_raw_count_0p55000_event_late_recovery.csv,raw/count validation grid candidate for manual public-score probing,main_raw:0.45000;count_calibrated:0.55000,,,2823.615797845109,53.137705989674686,33.46341851392418,True,late_recovery,12,0,258.90003004073225,217.30499577379845,3.354835642754169,1037.3065778146683
raw_count_0p55000_event_peak_heavy,outputs/candidates/submission_raw_count_0p55000_event_peak_heavy.csv,raw/count validation grid candidate for manual public-score probing,main_raw:0.45000;count_calibrated:0.55000,,,2823.615797845109,53.137705989674686,33.46341851392418,True,peak_heavy,12,0,258.85222021908686,217.3327972068921,3.354835642754169,1037.3065778146683
raw_count_0p55000_event_extreme,outputs/candidates/submission_raw_count_0p55000_event_extreme.csv,raw/count validation grid candidate for manual public-score probing,main_raw:0.45000;count_calibrated:0.55000,,,2823.615797845109,53.137705989674686,33.46341851392418,True,extreme,12,0,258.83621463461037,217.3414159801529,3.354835642754169,1037.3065778146683
raw_count_0p55000_event_extended,outputs/candidates/submission_raw_count_0p55000_event_extended.csv,raw/count validation grid candidate for manual public-score probing,main_raw:0.45000;count_calibrated:0.55000,,,2823.615797845109,53.137705989674686,33.46341851392418,True,extended,29,0,258.7623265752039,217.31426432143178,3.354835642754169,1037.3065778146683
raw_count_0p60000,outputs/candidates/submission_raw_count_0p60000.csv,raw/count validation grid candidate for manual public-score probing,main_raw:0.40000;count_calibrated:0.60000,,,2810.442983019993,53.01361129955205,33.3897456866895,False,none,0,0,260.9934448946809,218.71257967558552,3.4659784644835008,1045.1269832282737
raw_count_0p60000_event_mild,outputs/candidates/submission_raw_count_0p60000_event_mild.csv,raw/count validation grid candidate for manual public-score probing,main_raw:0.40000;count_calibrated:0.60000,,,2810.442983019993,53.01361129955205,33.3897456866895,True,mild,12,0,260.8646640165121,218.72378110198773,3.4659784644835008,1045.1269832282737
raw_count_0p60000_event,outputs/candidates/submission_raw_count_0p60000_event.csv,raw/count validation grid candidate for manual public-score probing,main_raw:0.40000;count_calibrated:0.60000,,,2810.442983019993,53.01361129955205,33.3897456866895,True,default,12,0,260.7364563736189,218.75858044927577,3.4659784644835008,1045.1269832282737
raw_count_0p60000_event_strong,outputs/candidates/submission_raw_count_0p60000_event_strong.csv,raw/count validation grid candidate for manual public-score probing,main_raw:0.40000;count_calibrated:0.60000,,,2810.442983019993,53.01361129955205,33.3897456866895,True,strong,12,0,260.62437747076814,218.81914249350106,3.4659784644835008,1045.1269832282737
raw_count_0p60000_event_strong_day_0p30,outputs/candidates/submission_raw_count_0p60000_event_strong_day_0p30.csv,raw/count validation grid candidate for manual public-score probing,main_raw:0.40000;count_calibrated:0.60000,,,2810.442983019993,53.01361129955205,33.3897456866895,True,strong_day_0p30,12,0,260.6247668730866,218.81869181381174,3.4659784644835008,1045.1269832282737
